restaurant_name,dish_name,category,price
Square Rigger,Bistro Salad,salad,16
Square Rigger,Caesar Salad,salad,17
Square Rigger,Logan's Crispy Chicken Sando,sandwich,23
Square Rigger,1742 Burger,burger,25
Square Rigger,Reuben Sandwich,sandwich,21
Square Rigger,Lobster Roll,lobster roll,37
Square Rigger,Fish and Chips,seafood,28
Square Rigger,Shrimp Po Boy,sandwich,22
Square Rigger,Crispy Fish Tacos,taco,29
Wharf Pub,Clam Chowder,chowder,12.00
Wharf Pub,Kale Salad,salad,17.00
Wharf Pub,House Salad,salad,17.00
Wharf Pub,Caesar Salad,salad,18.00
Wharf Pub,Sausage & Broccoli Rabe Ravioli,apps,18.00
Wharf Pub,Fried Calamari,apps,20.00
Wharf Pub,Mussels,apps,22.00
Wharf Pub,Potato Skins,apps,12.00
Wharf Pub,Fried Pickle Chips,apps,14.00
Wharf Pub,Chicken Wings,wings,18.00
Wharf Pub,Loaded Nachos,apps,16.00
Wharf Pub,Chicken Tenders,tendys,17.00
Wharf Pub,Truffle Fries,fries,16.00
Wharf Pub,Chowder Fries,fries,18.00
Wharf Pub,Fried Cod Sandwich,sandwich,20.00
Wharf Pub,Fried Chicken Sandwich,sandwich,19.00
Wharf Pub,Wharf Reuben,sandwich,19.00
Wharf Pub,Turkey BLT,sandwich,18.00
Wharf Pub,Philly Steak Bomb,sandwich,21.00
Wharf Pub,Black & Bleu Burger,burger,21.00
Wharf Pub,Jalapeño Burger,burger,21.00
Wharf Pub,Crack Burger,burger,21.00
Wharf Pub,Bistro Burger,burger,25.00
Wharf Pub,Beyond Burger,burger,20.00
Wharf Pub,Braised Short Ribs,entree,36.00
Wharf Pub,Pan Seared Chicken,entree,29.00
Wharf Pub,Braised Pork Shoulder,entree,32.00
Wharf Pub,Surf & Turf,entree,36.00
Wharf Pub,Fish N' Chips,seafood,29.00
Wharf Pub,Grilled NY Strip Steak,entree,42.00
Wharf Pub,Veggie Penne,pasta,21.00
Wharf Pub,Bolognese,pasta,28.00
